enl	1104326
ehr	768486
pdk	1093787
siv	1002809
dosa	39947
ces	1071759
cfs	1071762
cfw	1071763
mmar	477641
psc	1196835
thm	163003
ppi	231023
cue	996634
efd	1206105
koe	1191061
lph	91891
lpo	91891
mro	1191523
mmv	1198627
mtv	83332
mwe	1197325
ppc	767029
ppx	1196325
psj	1123519
pfi	1185654
nat	406552
smut	1198676
tea	743973
zmb	627344
sfd	1185652
mbg	1201294
amm	713604
msg	246196
pga	391619
pgl	383629
cru	1202536
crc	1202537
crt	1202539
crh	1202538
crv	1202540
sect	1199245
mgn	1159202
mgs	1159198
mgt	1159200
mgv	1159197
mgw	1159201
bct	1009846
ple	1206109
dmi	768704
mgu	662947
mgc	663918
mgq	662946
mgx	662945
woo	100901
kpp	1193292
sup	1184252
arr	1118963
gor	337191
lhr	880633
nal	1205910
lmw	932919
lmx	932920
lmz	863767
lmon	882097
lmoc	882096
lmos	879090
bpj	1133568
pgr	418459
val	526221
ttt	578455
aje	339724
pbl	502779
mtm	573729
cgi	367775
ncs	1064592
ndi	1071378
tpf	1071381
tdl	4950
erc	931890
ein	876142
lmoa	882095
lmoo	879088
lmoy	882020
lmot	879089
che	1231626
lbn	1071400
snu	869309
amac	529120
lmol	882094
sgc	1203670
apc	744985
apm	859653
cpsc	1050219
cpsn	1050221
amb	1004787
amg	1004788
cad	1128398
eso	1133853
esl	1133852
ean	1087448
adi	930169
amk	1004785
abh	1100841
asi	696748
btm	1195464
cjp	1201032
cyq	385025
axl	698758
ply	1206109
dto	651182
sda	617121
nbr	1133849
bast	1147128
eol	929562
tpo	686990
sve	953739
ptq	313595
tpz	1089553
btg	527021
ded	1147129
dec	1131462
mpy	1094980
saga	1117647
heo	85962
pps	9597
aqu	400682
ztr	336722
shr	9305
ehe	907965
lmi	929439
ldo	5661
ack	358220
bcer	1217984
bsq	1220533
bti	1218175
bqr	1225179
bbm	1208658
bper	568706
bpar	1208660
bafh	1239934
bgn	1234596
bpx	1229205
bpq	1229785
cjb	1211776
nir	1229909
nkr	1229908
nga	1237085
plr	1239881
plo	1239881
cpsb	1218176
cpsg	1218353
cpsm	1218357
cpsi	1218354
cpsv	1218355
cpsw	1218358
cpst	1218356
eno	1211025
esm	1134782
her	1234365
hei	1234600
lfi	1048260
pcc	1218933
lcn	1229758
lge	1229756
mbs	490759
msc	187303
mid	1232724
mgac	1159203
mgan	1159204
mgnc	1159199
mhl	1212765
pacc	1234380
rag	1228997
smi	1230587
sdc	759913
spng	697283
spya	1235829
sehc	134287
lcw	1215914
sags	1311
saub	1229492
amaa	1004786
anb	46234
cml	1234679
cpsd	1221877
bbh	568707
pbo	1171373
tos	751945
thi	426114
goh	1224746
fts	1232394
fti	351581
mhs	1118964
hpya	1055531
hpyk	1055532
bajc	713601
sezo	1051072
bbat	1069642
ppuu	1207075
calo	99598
cgc	292564
cthe	251229
lep	111781
nos	317936
nop	28072
riv	373994
thal	1193729
gei	1173025
plp	118163
oac	56110
pseu	82654
syne	195253
synp	1173263
calt	1170562
cep	1173022
mic	1173027
oni	179408
can	755178
csn	292563
dsl	13035
hao	65093
clg	1056495
dpd	937777
bamp	1225788
nge	797304
bsl	1192196
fca	9685
tru	31033
bpip	1042417
evi	926556
ppuh	1215088
ddl	871963
psh	644801
mfo	593750
saci	886293
tco	717605
lcc	1215343
acf	673860
tmb	765912
csg	56107
efs	1261557
glp	1173026
hhl	748449
hru	797302
pdt	908937
sesp	1179773
smeg	1235461
scs	111780
tto	698948
tni	1255043
vpb	1211705
btn	1217737
bpw	1161918
kci	1267577
cmp	1173020
lli	1111678
lmog	1230340
mam	754035
mhz	867904
mcq	1205676
mcv	1205675
mcx	1205674
mcz	1205677
msa	212767
mcy	1246955
npe	797303
nou	694430
kbl	1208923
dhy	1121451
fae	1166018
bchr	1240471
ebf	693444
rtr	698761
smaf	671990
tae	1209989
acy	272123
msd	1278073
lir	1234378
rae	1271752
udi	1133592
css	1121335
ndo	592029
ggo	9595
ola	8090
mli	459424
ecoa	1274814
bbq	1072467
ear	935296
smw	435998
swa	1194526
cpsa	500464
mbk	1206780
sacn	1028566
sacr	1028567
efm	1158600
ggh	1233873
ppz	1282356
cua	1267754
lpt	1284663
bsx	1233100
btt	1279365
csz	956149
bami	1091041
kbt	1208922
kct	1208918
kde	1208919
kga	1208921
csr	931276
syz	1148
baus	1094489
bvn	1094497
kon	1208920
chn	1121362
dsf	1167006
btht	1286404
dmc	1193806
dmd	1193807
mmaz	1236903
nmo	268739
senj	1267753
baml	1150475
dpi	1322246
hho	547144
bprc	543913
aol	1245469
lls	1046624
csv	3659
kaf	1071382
cot	1136231
tbl	1071380
pcy	1120755
abad	945556
bex	1184267
ctri	1260222
hcb	537971
rhd	666685
mmk	1124991
smel	1286640
sphm	745310
spym	1207470
xao	1304892
aym	1313172
aza	748247
bsh	1147161
bto	1171377
btp	1254439
laa	1174529
ccn	1121353
cgu	1204414
etc	1288122
hpyo	1248725
lpu	1312904
lmoe	1234141
lmob	1234142
pec	1905730
psy	314282
hys	547146
man	349215
sdv	1214101
xci	1137651
bsy	1302650
pld	1297582
mht	1249526
mhq	1249531
pdr	1294143
blp	1229512
mtn	652616
csd	1121335
lbk	1001583
tol	1298593
cmc	1097677
sho	1203460
tar	1054217
pom	313598
bbru	326426
gps	1129794
ssus	1246365
sulr	1249480
oat	391626
oar	391616
ctra	1260223
ecok	1110693
hpyl	1248726
rpl	1290428
rpn	1290427
salb	1886
ctrk	1071768
ctrb	596777
ctru	1071774
ctrl	1071775
ctrn	1071783
ctrd	1071756
ctrf	1071764
ctrg	1071765
ctrv	1071776
ctre	1071760
ctrs	1071761
ctrp	1075087
ctrm	1071778
ctrr	1071772
ctro	1071757
ctrt	1071758
ctrq	1071753
ctrx	1071754
ctrz	1071755
ctrh	1071766
ctrj	1071767
ctlc	1075085
ctln	1075086
ctlj	1071770
ctlx	1071771
ctll	1071769
ctlb	1071777
ctlq	1071773
ctla	1071779
ctlm	1071780
ctls	1071781
ctlz	1071782
ash	717959
bxy	657309
blg	722911
bfi	657324
mhb	1116213
coo	751585
cct	717962
ene	1351
euc	717960
ert	657318
era	657317
esr	717961
esu	657319
fpr	718252
fpa	657322
mhg	657316
mfp	496833
mmym	865867
mpb	1238993
rix	718255
rim	657315
rch	213810
rum	657323
sbr	651822
tat	1091495
teg	1091497
rob	657314
rto	657313
bso	645657
arp	696747
gpa	657308
bprm	245012
bprs	245014
bprl	649756
meo	1234603
cso	717608
eclo	718254
mtj	1306400
mtub	1138877
saum	1305598
strp	1265601
sic	1241935
ctlf	1262673
ctli	1263406
ecas	565655
max	1236689
ror	1286170
hhm	1216962
psg	1280938
spne	869303
spnu	869304
spnm	869306
spno	869307
pra	1170318
avl	1283330
avd	1283331
mhx	1316932
mre	504728
mput	1292033
pach	1134454
setu	1171376
wen	1236909
wed	1236908
ast	387631
baci	666686
btd	1249661
cpas	86416
hdt	670307
lad	1314884
sent	527001
soi	1302863
sfi	1303692
tpb	1155775
mtuc	1310114
mtue	1310115
mtuh	1304279
actn	649831
sagl	1261567
dgi	767817
hpyr	1311573
hpyi	1321939
hpyu	1321940
hpym	1321938
mao	1199187
tmm	243274
loa	7209
sly	4081
fve	101020
acan	1257118
dfa	261658
lff	767453
lpr	767468
pprc	1124983
ssut	1276647
saal	1332188
nzs	980422
mhyl	1116211
scr	1276227
ssyr	1276229
aoi	1156913
mtur	443149
fus	469607
ili	1321370
mabb	1303024
ahy	1288394
buo	758793
ssal	1260251
sik	1318633
meb	224719
ers	1313290
lpm	1199191
cgs	1232381
cgg	1232383
mer	1295009
sali	1333523
blh	766760
mis	296587
mpp	564608
hpaz	1322346
lpz	1327988
ccz	1303518
enr	1166130
lrt	1340495
sauc	1323661
sagm	1309806
sagi	1309807
sagr	1318615
pput	1331671
ppun	1211579
pre	1245471
tpw	243276
srl	682634
prp	1340851
bani	1281781
fac	333146
cter	1200352
pso	571800
sry	1348660
saur	1321369
scu	1254432
amh	1300253
amal	1300255
amae	1300256
amao	1300257
amad	1300259
amai	1300258
rsm	859655
abj	1096995
abab	1096996
abaj	1096997
lcl	1318635
lro	1316933
lrc	1318634
myo	1138871
sbz	1197719
seec	1271863
senh	1271864
seeh	1124936
setc	1271862
seen	866913
seeb	1173427
slq	1346614
sdi	1276221
stai	1276220
spyh	1336746
lhv	326425
lrr	1358027
mhae	1261126
mham	1311759
mhao	1311760
mtx	1306414
mhyo	754503
rse	1262456
apd	1184254
apy	1184253
apha	1173064
abl	1036172
bpse	1335307
hem	1321941
mhal	1366053
cjz	1338035
vpk	1338032
vpf	1338034
ctjt	907272
ctcf	907263
ctfs	907269
cthf	907265
ctcj	907266
cthj	907267
ctmj	907271
cttj	1007871
ctjs	907270
ctrc	1007870
ctrw	907268
ctry	907264
cri	667013
slu	1076934
lmoj	930781
ssdc	669502
rel	1328306
senn	877468
cza	1198232
hti	1033806
ndl	1343077
smv	1343076
cmd	1224163
axo	1167634
apk	1266844
sci	1214242
efau	1305849
pmib	1266738
seep	1298917
cgm	1310161
pami	1367847
kpr	861365
bbur	1328311
bama	1338518
bamn	1150476
bmo	1302858
gjf	1921421
kpj	1380908
tlt	523849
lmoz	930782
thb	1365176
tped	1291379
amz	1221524
ctch	1340853
rey	1136179
hpys	1352356
lpi	537973
pro	575614
saua	585143
ccol	1367491
hgl	10181
cge	10029
mze	106582
fab	59894
apla	8839
bmor	7091
sita	4555
cam	3827
beq	1537102
caz	1348662
fnc	469604
lag	882944
sega	1225522
saue	1392476
saun	1193576
senb	1320309
sang	862970
sanc	862971
sib	862967
siu	862966
scg	862969
scon	696216
scos	862968
vpd	1246301
vca	338187
ccc	1273173
hik	1334187
vag	1219076
cjej	1380767
cjeu	1380768
cjen	1383068
cjei	1357994
mtul	395095
ecol	1335916
ecoi	1382700
llw	1295826
saus	1194085
sauu	1201010
dgg	1121448
lxy	1389489
cpec	1234369
cpeo	1234367
cper	1234368
fpg	8954
sdr	1163617
acj	1198449
bamb	1385727
bif	1367477
bacc	1400053
banl	1167629
blu	1316444
cjx	1347340
hhs	1235990
kpi	1244085
rir	424182
sene	1064551
senr	568709
sdq	1247189
vni	28173
lmod	1334565
mpv	1403316
send	85569
aeq	1384484
csb	1345695
cbx	946483
mfw	1406864
sig	1156431
sip	1156433
psol	69896
lld	1399116
cah	1341692
caw	1266845
glj	1183438
sauz	1406863
mkn	557599
spiu	1335757
spas	1276282
spnn	1408179
ssui	1340847
afs	1246995
bamc	1412898
bpk	1241583
ccq	1358410
ecoj	1355100
psv	69328
amw	1412841
camp	1244528
amp	1412840
bty	1415784
lar	1261131
exm	1399115
csu	311458
ctet	1231072
ppen	1408206
src	1343740
tpj	1266371
phd	59538
chx	9925
fch	345164
clv	8932
lcm	7897
csl	574566
ehx	280463
ccp	2769
ngd	1093141
mcf	9541
bom	72004
myb	109478
phi	181119
asn	38654
xma	8083
cvr	554065
gtt	905079
gsl	130081
mhv	634997
paep	1279007
paer	1279008
bthu	529122
emu	1300150
zmi	627343
sdz	754093
bcet	1423891
bcee	1407053
ppk	1416914
bsp	1415167
dmg	1388758
heb	1407462
hez	1407463
ljn	1408186
sbe	1394711
hni	1029756
sens	1406860
sapi	1276258
srb	1394709
wwe	1394710
dpb	673862
hhn	1417673
prb	93220
paem	1415629
fnl	1356861
mgz	1006581
abaz	1400867
csi	413503
ppol	1429244
meth	1379702
amag	1300254
mne	700508
mgy	1430440
lmd	999552
mov	1415773
plv	697284
axn	1216976
bamf	1415165
ctct	1431547
emr	1423892
pgd	1423144
psk	1415630
pael	1408272
paes	1427342
pmon	1435044
pmot	1435058
rpy	1435356
sacs	1435377
tmi	243274
thn	1394889
tup	246437
cfr	419612
pss	13735
sot	4113
cic	85681
cit	2711
crb	81985
eus	72664
bvs	880074
sfo	1441930
ptg	74533
cmy	8469
atr	13333
tre	431241
myd	225400
pale	9402
tcc	3641
obr	4533
drs	871738
lmk	427140
bant	743835
banr	673518
cfv	1273266
trd	932678
pci	1441629
smir	838561
sod	1239307
ths	582419
pes	2342
dav	694431
hlr	797299
rlb	754523
ecoo	1248902
ecoh	1248915
bpsm	1249474
slr	1307761
psyr	1357279
rlu	1033991
amim	1247726
btre	1263829
btrh	1263831
btra	1263832
bapf	1009859
bapg	1009858
bapu	1009856
bapw	1009857
bpsu	1249471
gba	861299
mvr	1432056
mvi	1433287
mvg	1434214
mve	1434215
bol	1408887
paeu	1407059
nno	1415166
fto	1432652
mbc	743966
paeg	1448140
bbw	765869
cfn	1451189
fgi	661478
kal	1449976
lhh	767456
ccg	1285583
cvt	1224164
efn	1287066
gxl	1296990
liw	1457190
rhl	348824
scq	1276246
ssab	1276257
smul	1150621
lpq	1446494
psts	891974
bho	1247649
hcr	1427984
ead	1416753
hsw	1227739
tor	1208320
ysi	367190
cdn	1437824
hhc	1354791
red	1294273
eac	1286171
lgy	1145276
salv	1196094
psab	1268072
tnu	195522
gap	1196095
ppno	93220
bhn	38323
cav	1229831
tpy	1661
roa	543736
dori	1168034
cgy	1404245
dji	1379159
amed	1208104
nhm	1286528
cfd	1333848
ehh	391036
bbac	959
rrd	42256
pkc	1301098
salu	68570
gbh	1051974
eau	1421338
echa	1249651
bacu	310752
amj	8496
cmk	7868
bpg	41875
lve	118797
pbi	176946
pper	3760
pvu	3885
xfu	366649
abra	61635
apal	1318466
paev	1367494
paec	1352355
cten	590646
cthr	759272
spaa	619300
tmn	1286976
ela	1287681
maw	655827
mbe	1072389
bcom	717646
maj	655844
cmt	983644
pfj	383855
bze	930089
btq	1241582
btj	1249662
btz	1249663
lmow	1457187
saui	1458279
vph	1429044
oas	9940
bbre	1385938
bbrv	1385942
bbrj	1385939
bbrc	1385940
bbrn	1385941
bbrs	936351
bsc	665912
bor	930090
npa	1287680
shs	721885
pco	650164
adl	717982
gtr	670483
psq	741275
fme	694068
dsq	732165
cput	741705
sla	578457
abp	597362
mrr	1381753
mlr	747676
tms	578456
abv	936046
pfp	1277687
wse	671144
saut	1074919
sauj	1074919
sauk	1074919
sauq	1074919
sauv	1074919
sauw	1074919
saux	1074919
sauy	1074919
lmox	1457188
mtut	1010836
mtuu	1010835
mtq	1010834
gbc	1052004
gbs	1052095
jag	1349767
rus	1160721
lmoq	1288295
zmr	1194424
bamt	1449088
bans	1392837
bpsd	1249659
ccf	1183378
clt	1216932
ccy	1183379
ccoi	1183380
ctec	1100832
ctfw	1100833
paei	1367493
paeo	1352354
rpj	1366050
ssuy	1380773
pbc	930166
bpum	1408
kpa	1420012
kps	1420013
ppq	1413214
yel	1443113
lmr	1437838
bsf	1004954
hpyb	1382920
sagp	1417990
aah	272556
tpas	1095955
ahd	1448139
cjer	1295010
koy	1308980
echj	1249652
echl	1249653
echs	1249654
ahr	1418110
ahp	1418107
mdm	3750
cmo	3656
pmum	102107
lfp	1441628
hcs	213554
patr	29471
nvn	926571
pch	587753
hct	573658
rla	529884
ble	1246626
rbc	1433126
cmn	1460373
elv	1415657
ngl	1028801
bmet	796606
ppac	1343739
puf	484770
tcm	289377
hym	1356852
asg	59505
dja	1217721
tap	386490
mcs	480
ctes	1392005
vir	403957
aal	589873
bvt	1398491
slv	457428
dni	1274
nev	1459636
aja	208439
bpsi	1072685
cax	191610
wce	759620
ptp	666509
amq	1068978
afg	1344584
paca	91604
btx	85701
rbt	1528098
eao	1338011
bcor	1687
cii	156978
palk	237609
bmyc	64104
caq	244581
cuv	401472
gst	1565991
aso	1508644
ngg	1028800
ete	667120
ass	743972
mcr	2113
sxy	1288
sbv	1382510
rat	1354240
oah	529
caj	1244531
mjh	1301915
fpc	96345
eaa	86106
baft	1398490
eft	1344042
sht	1538644
bgs	1421551
badl	1680
bpv	120576
bdo	357276
bdh	357276
cjc	9483
nle	61853
bsz	520487
sfn	1282357
mbq	1316930
kok	1333852
bcar	36855
umr	29073
hro	6412
lgi	225164
pda	42345
dok	313590
pmos	1306993
bcib	186490
tpk	221027
clh	979
wct	759620
fpy	1452725
psx	588
coa	1487956
bok	342113
siq	1346
sio	1346
stv	1419814
abq	192
sepp	1449752
bxb	266265
mbj	1541959
bmk	87883
pato	29471
vvl	672
wci	759620
fpo	1452724
pdu	44251
cnt	158822
mor	693986
pge	61647
hpas	738
bced	292
ori	1401325
prc	1501268
bcas	36855
sequ	1403449
ypq	633
bcen	95486
bhs	38323
rei	1301032
sxl	1288
hpak	738
serf	1327989
sers	488142
sfs	1282358
prm	1501269
xfl	1401256
xfs	155920
pfn	294
efq	1201292
babo	520450
pmul	747
bmal	13373
pbd	160799
pgm	189425
pod	189426
sgu	1907
cem	158822
cft	1240980
kln	1076550
paen	1536769
paef	1536770
paeq	1536771
pste	169760
cen	158822
pcp	86192
prh	216142
lsj	1624
seps	1282
synk	1280380
synr	585423
synd	585425
ced	1089444
echv	1249655
kom	1134687
ecla	1333851
cfx	1093099
smub	336810
psw	157783
law	1545702
paea	1536772
paee	1536773
paeh	1536774
paej	1536775
sthe	1408178
cgj	1718
cgq	1718
echw	1249656
echp	1249650
pstu	316
bsui	645170
kpk	244366
kph	1225181
kpz	1328324
kpq	1328325
ngi	1026970
ocu	9986
abk	470
abau	470
abaa	470
abw	470
eclc	1333849
bhm	1172205
bthe	1249665
mcat	480
smia	838561
sagc	1311
bamy	1423138
zmc	627343
syj	1147
blx	216816
cjv	32022
vcq	666
pstt	316
bthm	1249667
babr	520454
bmee	520466
banh	1392
smer	382
mfc	2162
tki	2325
stax	1549858
npn	1088721
lii	202751
lia	202752
lio	202752
frf	1547445
cmm	83560
cmg	83560
cun	65058
cus	1006579
msn	1772
mhom	1267000
ppnm	93220
fpq	96345
cdo	558173
cuq	65058
cbz	864803
btv	1250339
bcef	1396
kpt	72407
kpx	573
cuz	65058
teu	1505907
bpsh	1306418
bmp	492670
pcv	78398
hav	1453496
bsw	29461
bsg	29461
but	28450
eclg	550
msh	1772
msb	246196
sagt	342616
bthr	570416
hia	1295140
llx	1117941
nmx	487
ppud	303
kpb	573
mgj	1318617
bsut	1221328
bsul	1232554
vcy	190893
vtu	1051646
pxb	225117
mus	214687
mde	7370
brp	3711
vda	498257
nte	510951
blz	1300227
bww	1405
trm	1539298
hir	747525
fpu	1028729
wic	1299270
ero	1178016
psoj	67593
tot	869250
babt	235
babb	235
pant	1484158
kpv	72407
kpw	72407
kpy	72407
kpg	72407
bsus	1404258
pacn	1276648
ecle	1333850
spyo	1440772
bthi	1261129
babu	520455
banv	261591
bpsa	1249477
lmok	1639
lmv	1639
lmom	1639
llj	1358
banm	28025
cpse	1719
cpsu	1719
cpsf	1719
hih	727
ecln	550
arm	1494608
bcew	95486
bmae	13373
bmaq	13373
saud	1280
sauf	46170
seni	90371
thq	1157948
thz	1157947
bka	1447716
vct	190893
bpso	1439855
hyd	1385664
aeu	202947
sox	1476577
bsup	645170
bsuv	645170
cmx	83560
cbv	1415775
gac	565033
dsw	1182571
bjp	375
pln	1526927
strs	1304
care	279058
pseo	1348114
panp	1484157
pmic	33033
sage	1311
sagg	1311
sagn	1427374
abal	1455315
ppv	157782
myr	1583100
bmai	13373
bmaf	13373
bmaz	320389
fpp	1267021
tcb	697581
fgu	594679
psim	2045
bpsp	1447715
bacw	756828
kvd	244366
cea	325775
smum	336810
nbv	1410606
mfq	743971
rga	1418105
mear	1577791
mmyi	2103
sphk	1515612
bchi	1245910
bacp	1446792
cbac	1531429
ccw	932674
egr	71139
bvg	3555
pbn	502780
clr	1453989
clq	1388750
cln	1388749
ppul	93221
pspu	93222
cis	1031564
clm	1453988
cll	1031536
cvo	580033
cpel	1388753
camr	1500960
acz	637389
cbal	1348585
goy	1288313
bii	1341694
cbat	1348584
xsa	56458
dzc	1427366
gpi	345632
nel	546263
jeo	1508404
csm	1388751
csf	1388752
pbm	1123016
ahj	1419584
cid	1208324
chm	1223515
bmiy	47466
shu	1284
tpyo	1435056
apac	391936
syu	1350461
bacb	1570330
cfp	1507806
xct	1308541
gsb	483547
svt	362257
stre	1262452
papi	93218
tao	717772
tti	713585
shd	1223802
smar	1334564
msr	1420917
msx	1420916
hcc	573658
hcd	573658
bby	1330043
lho	1291742
dmt	871968
tbn	1076588
ksa	1235834
chz	878220
win	754409
bue	758796
yal	1453495
yfr	1454377
lat	931202
yin	631
ykr	28152
yro	29485
yru	29486
fne	457405
ppro	1420599
cbaa	1458425
mcan	29554
tig	40754
fpi	28110
fpm	28110
fpx	28110
fpz	28110
fpj	28110
ceo	1228987
pses	1028989
sbw	1410383
fnt	469602
pman	1147786
cbab	1458426
wcl	246273
ron	54291
csx	161899
mpw	480520
bgp	41899
cmq	1224162
myv	1273687
baco	98228
mcg	1384459
bbx	518
bpet	743277
txi	1123366
acx	1328314
kvq	244366
cbw	68895
yew	630
yet	630
hab	1592728
ppj	70775
dmx	1432059
dmy	1432060
dmz	1432061
mpur	765910
mcm	1397850
bbag	1469502
lfu	28031
nid	1582439
vau	55601
sans	1328
fpv	96345
fpw	96345
fpk	96345
rrm	1337396
rrr	1338411
smue	336810
lcx	1051650
vcs	1420885
rep	1432049
cgx	1718
thr	126738
rtx	145458
cmur	1434773
smup	1189303
upr	38504
siz	1346
btw	1428
myt	743967
ypu	633
ypr	633
ypc	633
lpb	1590
laf	1579
nso	929713
obt	794903
cmz	1434770
babs	235
babc	235
scw	477245
pve	656178
rbu	1565605
gsn	1445510
mabl	1001714
aoc	35623
eme	1495769
mcac	40480
pgb	658445
sze	1454006
mds	86660
bacy	1574141
psem	1611770
mcap	40480
mcar	40480
mcai	1124992
ecli	550
eclx	1296536
ecly	299766
eclz	301105
bcoa	1121088
ftc	119857
ftv	119857
ftz	119857
ypw	632
ypj	632
ypv	632
ypl	632
hiw	727
hic	727
hix	727
hpyc	1382921
hpyd	1382922
hpye	1382923
hpyf	1382924
hpyg	1382925
hpyh	1382926
hpyj	1382927
senc	1003191
sena	1412460
seno	1412459
xcu	611301
xcn	611301
xcm	611301
plb	91844
plc	91844
pli	91844
yee	1262462
cfz	688354
bsuc	645170
sxo	1288
mfi	2162
cjy	32022
cjq	32022
kpne	573
kpnu	573
ahh	644
mhaq	75985
mhay	75985
sft	623
xnm	1437823
cpat	1262449
bpeu	1403053
gfr	48883
sld	47763
elb	172045
nin	1580092
bul	1468409
senv	1412461
senq	1412462
blr	1042163
btha	57975
fpt	539329
xoy	1458476
pfw	294
pff	1334632
pcz	587753
pfb	47883
mvs	80854
lfa	1212491
ppse	1182590
cabo	83555
bado	1680
ari	1618207
rhb	1564114
lhd	1587
rmn	105219
xcw	611301
xcr	611301
xcf	611301
kmi	1134687
syh	166314
xdo	351671
pdf	1496
mhat	1222034
mavi	1770
kpc	1094170
paeb	287
saug	1368166
cjl	32022
cjw	32022
bdl	350701
bub	1249668
magq	1288970
mbx	998092
smua	1437447
bmyo	1405
bfn	134537
hak	1504981
mey	1486262
pbj	1126833
csq	1548
bceo	1055524
xpo	1354304
ccel	29343
ped	1912856
awd	80852
lha	449
tmc	451
cpae	1262449
ppoy	1406
pft	1192197
lmu	1130798
mvc	1434123
atf	358
senl	149539
pbt	1562970
srd	1379870
bgu	1176492
mek	1434099
mls	1434111
sals	1888
rmc	109232
bmeg	1348623
bgo	28095
vcf	686
vcx	666
vcz	666
vba	1637999
bmel	224914
ypo	273123
bacl	1806506
paly	1163752
agw	1579370
pih	1566358
shh	1283
mby	1434108
mbw	1434109
pox	573737
pko	400092
reb	1833
arg	1579378
mbac	1581680
xbv	40576
ypf	748672
mavu	1770
sphi	1609977
pri	1073571
metm	1434100
mef	1434102
meq	1434103
pck	1235990
sns	187101
syb	484429
fil	1608628
fiy	1608628
aaus	589873
lis	1395589
pfre	66712
boc	441162
cmh	33014
msj	1434118
msz	1434119
msw	1434120
cku	35755
dtn	1006576
xoz	129394
mbat	1581557
ccof	195
bhi	1329908
bmab	13373
ftd	1452728
ftx	401614
fty	264
rav	191292
slh	206403
hdl	751944
aln	1113728
duc	1522671
bmul	985079
bthl	1249660
tah	1603555
mlt	516051
pdc	272563
ahi	644
yrb	29486
ftq	1341656
kge	914150
yef	630
mthe	1434121
mthr	523844
bve	1449978
xcj	1308548
bafe	411555
sall	1434306
bfb	817
mgb	29556
cuj	65058
tmq	2336
tmx	2336
tmw	243274
csj	28141
sxi	408015
cld	1509
ben	1505597
bed	1505596
balm	1628753
lpk	297352
ssoa	2287
ssol	2287
ssof	2287
mmet	1434104
mbar	1434106
pxy	51655
soc	13686
aec	103372
hst	610380
cfo	104421
crg	29159
egu	51953
jcu	180498
ccj	161896
thf	1550241
aay	1267766
hoe	1620421
hsu	1604004
lok	1268635
ssan	1123269
bang	518635
bcat	566552
bpsc	547043
mhor	1434110
cama	1261127
samy	927083
mcas	29555
calh	1337936
dew	943347
gah	113653
shv	407035
cmv	571915
nco	44574
seds	1543721
ptt	230089
spoi	1620392
emn	1352940
ptx	445709
age	48
kpf	1330330
kin	1972431
amx	543877
pfq	82985
lau	1277257
cgn	1324352
cei	1050174
cted	136857
cut	1072256
strm	465541
tvr	106634
mye	1545728
xtn	487909
bpyr	60550
abai	1650658
cna	1348774
epo	1408281
gea	1629723
psec	1649877
strc	444103
bcon	488447
scap	72758
cace	84022
pfg	656179
satr	1114980
seri	315358
bsca	1150461
lae	1600
sij	1150468
pdo	864564
cck	536227
mpq	330734
malg	988812
psal	1227812
beo	135735
bsm	1479
smac	273526
eal	1440052
bpak	1435045
bgw	1620412
rro	61622
lgn	1007676
edw	1578828
bbgw	1618337
camu	320787
yak	263819
lko	637971
ruf	1379910
ery	1648404
cey	2054173
lst	758847
agn	198467
otm	1458307
meu	1662285
deq	1643450
bhz	103855
edl	1650654
ptv	200450
leg	1660083
mgo	134601
metc	866790
ccro	52
wma	1579979
ssch	1295
pyw	1227555
ars	1658671
loki	1538547
olo	712411
sele	712538
gel	1519377
azi	198107
cgra	824
cure	1032069
mib	1618372
pwo	1619007
lmoi	571913
hgi	35746
mnr	1678028
amy	52773
oai	698738
ham	1610576
sfw	47917
oto	1658672
pfus	1236517
llu	1391654
stur	216946
vin	1391653
bact	1437605
mpk	1638788
euu	888727
hht	1262470
chel	1702325
nmv	42253
clw	1408189
gse	272567
leo	712357
kpl	71999
mim	1696072
sll	216942
edu	53345
des	1603606
cgd	1267562
psea	445576
mari	1671721
ppeo	59893
psee	1096868
samb	278992
skn	273035
lhi	1074467
fbt	1257021
awa	1647413
ccon	1073999
cdm	1159554
cmj	1159491
cui	1074000
hye	1385663
barc	1700835
barb	1700836
cmw	1159613
cdx	931089
sphp	292913
aep	361183
tsn	1125411
hsd	1679721
spri	38300
scz	1649184
att	1646498
col	1705617
mym	1297742
arl	1690248
tho	1705394
cbq	1528099
ppsy	1788301
pseh	1641402
acq	712122
scj	362837
are	1704044
banc	1318743
pur	45610
kphy	860235
cij	1634516
blep	288004
ati	528244
rbn	987059
pvl	584
buq	1678678
aaq	656366
con	1609966
goq	1136941
cmar	1397108
rti	512763
ahz	1736674
brd	1532555
mio	1714373
aei	1324350
smag	33050
mft	1766
wcb	137591
sacz	128780
xii	1704307
bvr	1079
chq	69395
mhad	1202450
lku	148814
boa	28116
pdl	1273541
lgl	52242
bcel	246787
taq	498848
enx	1560339
hhu	1178482
lim	1678129
lih	1678128
masw	1707785
sko	10224
boe	109376
thj	28532
vra	3916
obi	37653
bna	3708
gra	29730
spen	28526
nnu	4432
apro	3075
eiv	370355
aaf	44056
sind	4182
sre	946362
spar	695850
abg	1231624
bpla	41899
pep	1727164
bcai	1323664
gen	1617448
rsu	35806
nom	1476901
syi	1453352
pseq	1688404
prf	1735162
ega	1353
icp	476281
lpil	1555112
kki	504
pbb	1697053
asp	1160720
lab	84531
sagq	985762
lpx	60520
afa	511
pspi	1249552
com	58049
seqo	246432
aua	1349819
lcp	435897
lgu	262324
pia	152297
